gene,3'Flank,3'UTR,5'Flank,5'UTR,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Intron,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,RNA,Silent,Splice_Site,Translation_Start_Site,DEL,INS,ONP,SNP,TNP,pnum,exp_mean,exp_var,exp_ccle,rep_time,all_mean,all_var,up_mean,up_var,down_mean,down_var,dnam_mean,dnam_var,chr,start,end,expression_CCLE,replication_time,noncoding_mutation_rate,local_GC_content,HiC_compartment,local_gene_density,wgs_mean_depth,wgs_percent_20x,capture_on_target_rate,capture_mean_depth,capture_pct200,capture_mean_percentGC,gene_betweeness,gene_degree,nonsilent_to_silent,t_depth,t_ref_count,t_alt_count,label
PPIP5K1,0,0.048169557,0,0,0.002347418,0,0,0,0.000712251,0.007596833,0.010596026,0,0,0.007939028,0.00990099,0,0.001893939,0.006578947,0,0.008939456,0,0.028614839,0.404377259,0.092515294,0.891762711,0.301523392,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.636363636,0.177195896,0.177383528,0.192258274,0.099173554,0.034128289,0.367998171,0.71779556,0.242857143,0.174145003,0.975484652,0.910233285,0.175703207,0.374217154,0.422416562,2.48E-05,0.004540868,0.084399821,0.153284003,0.129815446,0.1317326,0
PPIP5K2,0,0.050096339,0,0.037313433,0.023474178,0.03875969,0,0,0.001424501,0.019045581,0.018543046,0.2,0,0.015878057,0.03630363,0,0.039772727,0.039473684,0,0.018623866,0,0.059255508,0.404377259,0.092515294,0.802825475,0.583010742,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.181818182,0.414497674,0.414739163,0.049597646,0.292011019,0.063322368,0.085736682,0.609583412,0.071428571,0.124892845,0.883694382,0.892405541,0.092131545,0.071494493,0.103469401,3.48E-05,0.003027245,0.109142571,0.098129911,0.082896592,0.093259931,0
PPM1H,0,0.038535645,0,0.02238806,0.016431925,0.023255814,0,0,0.000712251,0.009950781,0.006622517,0,0,0.010797078,0.00660066,0,0.013257576,0.026315789,0,0.010632534,0,0.03595847,0.404377259,0.092515294,0.827519758,0.482863923,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.5,0.254943125,0.256073391,0.072250839,0.207300275,0.078125,0.26762093,0.524875926,0.057142857,0.162998969,0.863169929,0.519975257,0.050690651,0.026863998,0.504407005,4.77E-06,0.001009082,0.078753562,0.074873717,0.063899143,0.073854859,0
PRAME,0,0.015414258,0,0.089552239,0.004694836,0,0,0,0.001424501,0.011662743,0.01589404,0,0,0.018100984,0,0,0.007575758,0,0,0.013409183,0,0.042035958,0.404377259,0.092515294,0.798139361,0.644202423,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.954545455,0.092474306,0.092484085,0.046180312,0.355371901,0.173930921,0.353757716,0.642106277,0.2,0.176812408,0.962371696,0.922042543,0.160952606,0.292306687,0.517551359,0.000809959,0.020181635,0.055828814,0.135357553,0.112729759,0.125262326,1
PRCP,0,0.009633911,0,0.007462687,0.002347418,0,0,0,0.001424501,0.007061845,0.010596026,0,0,0.006351223,0.00990099,0,0.001893939,0,0,0.007110931,0,0.023297037,0.404377259,0.092515294,0.829296447,0.428310815,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.008119778,0.003155255,0.454545455,0.33384589,0.334102365,0.074233132,0.169421488,0.077713816,0.186938629,0.497555036,0.014285714,0.145946469,0.917901978,0.86635763,0.098298085,0.086096642,0.266718142,7.07E-05,0.009586276,0.09812337,0.090486558,0.080109186,0.074763156,1
PRKAA1,0.162037037,0.003853565,0,0.007462687,0.004694836,0,0.010204082,0,0.000712251,0.009736786,0.013245033,0,0,0.007303906,0.01320132,0,0.009469697,0.006578947,0,0.011106596,0,0.033426184,0.404377259,0.092515294,0.805030655,0.542922522,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.000352469,0.000170409,0.181818182,0.164787736,0.164903379,0.051292155,0.255509642,0.152138158,0.188588039,0.467912138,0.028571429,0.185481554,0.919897426,0.900104515,0.11105162,0.124332492,0.164699995,0.031264157,0.06962664,0.11707902,0.102496105,0.089245087,0.086703298,1
PRKAA2,0,0.02504817,0,0.014925373,0.035211268,0.015503876,0.010204082,0,0.001424501,0.015514659,0.01192053,0,0,0.014925373,0.01980198,0,0.03219697,0.013157895,0,0.015102262,0,0.048366675,0.404377259,0.092515294,0.69497231,0.556997704,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.015537264,0.044479879,0,0.230958756,0.231196653,0.009591337,0.267906336,0.072368421,0.173106444,0.500575598,0.028571429,0.152805551,0.915336343,0.916171696,0.166680327,0.319994752,0.208578946,0.003736616,0.037840565,0.090318101,0.174058039,0.140422301,0.170974189,1
PRKCA,0,0.077071291,0,0.014925373,0.021126761,0.03875969,0,0,0.004273504,0.011769741,0.009271523,0.2,0,0.017783423,0.00660066,0,0.018939394,0.032894737,0,0.015102262,0,0.046087617,0.404377259,0.092515294,0.803479819,0.620063578,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.003249921,0.002172217,0.727272727,0.260046779,0.262054972,0.050094532,0.329201102,0.044819079,0.343688474,0.388856835,0.028571429,0.183671525,0.950969199,0.766063169,0.137118587,0.197837715,0.360756711,0.013630629,0.062563068,0.058216736,0.128816249,0.107365148,0.120524259,1
PRKCE,0,0.125240848,0,0.02238806,0.009389671,0,0.010204082,0,0.002849003,0.013374706,0.01192053,0,0,0.019371229,0.01650165,0.2,0.045454545,0.026315789,0,0.016930787,0,0.052165105,0.404377259,0.092515294,0.791549368,0.517442388,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.004094849,0.01056536,0.045454545,0.185505493,0.187632104,0.041769205,0.23415978,0.018503289,0.32508541,0.689330002,0.028571429,0.186243689,0.958095813,0.807668979,0.133799342,0.197508064,0.459802096,0.001549839,0.026236125,0.059996254,0.111545964,0.091178082,0.113509258,1
PRKCG,0,0.01734104,0,0.082089552,0.021126761,0.015503876,0,0,0,0.020757543,0.021192053,0,0,0.033343919,0.02640264,0,0.018939394,0.026315789,0,0.02302587,0,0.072423398,0.404377259,0.092515294,0.894778024,0.416435708,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.03878117,0.066868622,0.818181818,0.219929153,0.219987311,0.201295858,0.16184573,0.172697368,0.543750204,0.314078071,0.257142857,0.133657231,0.836944122,0.881634564,0.130546635,0.221075844,0.596105982,0.001324105,0.015640767,0.05554153,0.138766322,0.114764149,0.131000296,1
PRKCH,0,0.023121387,0,0.02238806,0.007042254,0.031007752,0,0,0.003561254,0.008238819,0.014569536,0,0,0.009209273,0.00660066,0,0.011363636,0.026315789,0,0.009210348,0,0.030893897,0.404377259,0.092515294,0.830459646,0.490207563,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.011298544,0.022424858,0.590909091,0.249887689,0.250768499,0.075560307,0.212809917,0.037417763,0.303965117,0.581336625,0.085714286,0.175002379,0.957240636,0.865276209,0.155878361,0.274935721,0.379241035,6.73E-05,0.005045409,0.083850879,0.17799027,0.144595862,0.171462754,1
PRKCI,0,0.040462428,0,0.007462687,0.021126761,0.069767442,0.010204082,0,0,0.012839718,0.022516556,0,0,0.008256589,0.00660066,0,0.024621212,0.065789474,0,0.012393336,0,0.042542416,0.404377259,0.092515294,0.840140094,0.302985971,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.012305905,0.00109858,0.090909091,0.687554269,0.687819291,0.087567154,0.099862259,0.079358553,0.240715942,0.618390902,0.142857143,0.205868353,0.94412768,0.841333887,0.121605521,0.166886417,0.142350815,0.003518474,0.030272452,0.146689482,0.154116873,0.131961977,0.127340055,1
PRKCQ,0,0.036608863,0,0.007462687,0.011737089,0.03875969,0,0,0.001424501,0.018510593,0.01589404,0,0,0.023181963,0.02640264,0.2,0.011363636,0.039473684,0,0.019436543,0,0.059761965,0.404377259,0.092515294,0.811904791,0.591549792,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.013988952,0.034289745,0.409090909,0.02602199,0.026608624,0.056954951,0.300275482,0.100328947,0.313279224,0.561419165,0.128571429,0.182528356,0.970923569,0.864192785,0.141841869,0.228261612,0.342147343,0.000208825,0.013622603,0.07160354,0.151330579,0.122707299,0.149442183,1
PRKCZ,0,0.02504817,0,0,0,0,0,0,0.024928775,0.006954847,0.00397351,0,0,0.015242934,0.00660066,0,0.005681818,0,0,0.011038873,0,0.03418587,0.404377259,0.092515294,0.907779161,0.335214144,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.018912229,0.034341998,0,0.007863277,0.008377323,0.245387511,0.115702479,0.069901316,0.775222915,0.671070762,0.528571429,0.134800435,0.818700106,0.782886064,0.0644488,0.051684361,0.586152884,0.004388293,0.041372351,0.038229884,0.062197793,0.052551056,0.066601396,1
PRKD1,0,0.057803468,0,0,0.009389671,0.015503876,0.010204082,0,0,0.024716456,0.025165563,0.2,0,0.026675135,0.02640264,0,0.009469697,0.013157895,0,0.025260734,0,0.076728286,0.404377259,0.092515294,0.660988279,0.83580824,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.030882487,0.05276219,0.590909091,0.121431331,0.122813716,0.005715157,0.630853994,0.150904605,0.1124457,0.324688597,0,0.133847783,0.855758221,0.881585518,0.124979215,0.189036869,0.285590189,0.000232141,0.013118063,0.081856929,0.126155203,0.105220553,0.118039708,1
PRKD3,0,0.055876686,0,0.097014925,0.007042254,0.007751938,0,0,0.000712251,0.016477637,0.013245033,0,0,0.009209273,0.01650165,0,0.018939394,0.019736842,0,0.01571177,0,0.047100532,0.404377259,0.092515294,0.858989722,0.241512832,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.072953401,0.015731643,0.045454545,0.151506863,0.151735637,0.116695354,0.073002755,0.030427632,0.193356632,0.722066099,0.157142857,0.165952166,0.973204111,0.892692713,0.117678113,0.140879381,0.174907377,5.37E-05,0.003027245,0.151645207,0.114912643,0.093669313,0.116891105,1
PRKG2,0,0.019267823,0,0,0.007042254,0.03875969,0,0,0.003561254,0.017012626,0.025165563,0,0,0.023817085,0.02310231,0,0.005681818,0.039473684,0,0.018556142,0,0.059255508,0.404377259,0.092515294,0.608198908,0.775643814,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.050941312,0.047263722,0.136363636,0.331719009,0.332138409,0.002557071,0.529614325,0.079769737,0.137946239,0.519688033,0.057142857,0.14737543,0.938996619,0.883143991,0.137660213,0.211319122,0.247183763,3.93E-05,0.003027245,0.066902297,0.12307787,0.100645994,0.122665664,1
PRKX,0,0.011560694,0,0,0.009389671,0,0,0,0,0.006312861,0.00397351,0,0,0.009526834,0.01980198,0,0.007575758,0.006578947,0,0.006975484,0,0.024309952,0.404377259,0.092515294,0.758750181,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,1,0.014097247,0.014507194,0.025342539,0.219308349,0.063322368,0.363703171,0.585218238,0.114285714,0.100123853,0.684150471,0.822408105,0.051867674,0.019381636,0.478068146,1.90E-05,0.002018163,0.058701371,0.090829045,0.072613419,0.10189568,1
PRLR,0,0.034682081,0,0.037313433,0.009389671,0,0,0,0.000712251,0.019045581,0.021192053,0,0,0.020323912,0.00990099,0,0.007575758,0,0,0.019301097,0,0.057736136,0.404377259,0.092515294,0.815098245,0.757554846,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.068775238,0.06874433,0.181818182,0.141706176,0.142374261,0.059794324,0.502066116,0.118421053,0.249981056,0.614252518,0.085714286,0.212917986,0.979475442,0.874783491,0.137282026,0.21728521,0.356978237,0.000135838,0.006559031,0.08110617,0.135802653,0.11315147,0.125471523,1
PRPF4,0,0.013487476,0.008097166,0.052238806,0.007042254,0.007751938,0,0,0.001424501,0.007596833,0.00794702,0,0,0.009209273,0.00990099,0,0.005681818,0.006578947,0,0.00860084,0,0.028868068,0.404377259,0.092515294,0.850912592,0.359989678,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.363636364,0.469423527,0.469432778,0.103184368,0.128787879,0.038651316,0.25583826,0.660000489,0.185714286,0.16909595,0.976339829,0.906196772,0.159557706,0.263596794,0.3193625,0.002751751,0.042885974,0.072254481,0.130413484,0.108814196,0.121061677,1
PRPF4B,0.032407407,0.05973025,0,0.02238806,0.049295775,0.03875969,0.040816327,0,0,0.014872673,0.017218543,0,0,0.010161956,0.01320132,0.2,0.049242424,0.032894737,0,0.015508601,0,0.050645733,0.404377259,0.092515294,0.795288735,0.408688912,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.006188135,0.000846007,0.227272727,0.016117341,0.016261535,0.044217744,0.157024793,0.044819079,0.216579025,0.616554891,0.142857143,0.165952166,0.976054735,0.92130925,0.104289098,0.11899273,0.172159737,0.000186524,0.021190716,0.130560847,0.128606131,0.101389415,0.140502685,1
PRR12,0,0.011560694,0,0,0.046948357,0.015503876,0.010204082,0,0,0.024181468,0.010596026,0,0,0.035249285,0.00330033,0,0.041666667,0.013157895,0,0.023770825,0,0.074195999,0.404377259,0.092515294,0.949233377,0.174801088,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.818181818,0.202566204,0.202663244,0.461445173,0.048209366,0.053865132,0.664565438,0.723388466,0.785714286,0.115366288,0.663911112,0.91816518,0.031062504,0.007317556,0.75511783,1.19E-06,0.001513623,0.056628016,0.048917495,0.043525058,0.049475622,0
PRR18,0,0,0,0.014925373,0,0,0,0,0,0.000534988,0,0,0,0.000952683,0,0,0,0,0,0.000677231,0,0.002279058,0.404377259,0.092515294,0.801092866,0.588014225,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.227272727,0.674519367,0.674458028,0.048305636,0.296831956,0.102384868,0.379103113,0.617896745,0.057142857,0.036581876,0.20524517,0.953536099,0.011718792,0,0.919381057,0.001541506,0.01206546,0.033451149,0.028851579,0.019082188,0.060853528,0
PRR21,0,0,0,0,0.004694836,0,0,0,0,0.004386903,0.001324503,0,0,0.006033661,0.00330033,0,0.005681818,0,0,0.004131112,0,0.013421119,0.404377259,0.092515294,0.831232177,0.59714179,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.045454545,0.975041889,0.974956148,0.076454827,0.305785124,0.072368421,0.502857889,0.634657411,0.057142857,0.104124978,0.665621466,1,0.118776407,0.222493273,0.689791292,0.001541506,0.01206546,0.057535976,0.156778094,0.128042808,0.15039183,0
PRR5-ARHGAP8,0,0,0,0,0,0,0,0,0,0.002246951,0.002649007,0,0,0.0057161,0,0,0,0,0,0.002776649,0,0.009875918,0.404377259,0.092515294,0.830197217,0.535692584,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.954545455,0.182346327,0.182952419,0.075258826,0.249311295,0.062088816,0.629454225,0.668212437,0.157142857,0.135467295,0.781926979,0.814119074,0.078300758,0.063089198,0.667635421,0,0,0.032394797,0.079311881,0.064156747,0.089393844,0
PRR5L,0,0.007707129,0,0.111940299,0.004694836,0.007751938,0,0,0,0.007810828,0.00794702,0.2,0,0.007303906,0,0,0.003787879,0.006578947,0,0.008262224,0,0.026082553,0.404377259,0.092515294,0.800192187,0.118496909,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.454545455,0.146812905,0.147456548,0.047647349,0.03030303,0.077302632,0.33394846,0.519838516,0.071428571,0.165380581,0.960946437,0.810990418,0.103632484,0.112202564,0.502807731,3.08E-06,0.002522704,0.089203063,0.099199036,0.085297381,0.088818279,0
PRRC2A,0,0.011560694,0,0.029850746,0.061032864,0.023255814,0.020408163,0.045454545,0.004273504,0.032420287,0.02384106,0,0,0.036201969,0.01320132,0,0.054924242,0.026315789,0,0.030746309,0,0.091415548,0.404377259,0.092515294,0.967469734,0.170743337,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.227272727,0.127674551,0.127704582,0.609220767,0.046831956,0.0390625,0.536156384,0.66764392,0.528571429,0.156425644,0.939851796,0.955754495,0.149953887,0.223086524,0.53126106,0.005588075,0.024722503,0.076559499,0.109398664,0.093144305,0.098619783,0
PRRC2C,0,0.038535645,0.004048583,0.067164179,0.058685446,0.015503876,0.020408163,0,0.003561254,0.038091162,0.042384106,0,0,0.036201969,0.02970297,0,0.060606061,0.013157895,0,0.036638223,0,0.098505951,0.404377259,0.092515294,0.847762235,0.728271303,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0,0.693682904,0.694046425,0.098349151,0.460055096,0.081414474,0.228075906,0.538848381,0.085714286,0.178717748,0.975484652,0.898832714,0.066209799,0.06160591,0.272421091,0.000356828,0.010595358,0.092848754,0.106374517,0.090910034,0.095281316,0
PRRG1,0,0.036608863,0,0.02238806,0.046948357,0.015503876,0.010204082,0,0.023504274,0.004707896,0.006622517,0,0,0.006668784,0.00990099,0,0.041666667,0.013157895,0,0.00860084,0,0.032160041,0.404377259,0.092515294,0.742379716,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,1,0.150417793,0.150814341,0.019748742,0.219308349,0.094572368,0.1742496,0.54351803,0.028571429,0.097361136,0.762542797,0.814910121,0.061056917,0.022414133,0.285930413,2.29E-05,0.002018163,0.065685892,0.09158013,0.072181291,0.106811309,0
PRRG2,0,0.02504817,0,0,0,0.007751938,0,0,0,0.002353948,0,0,0,0.002222928,0.00660066,0,0,0.006578947,0,0.002979819,0,0.010635604,0.404377259,0.092515294,0.954949611,0.203976018,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.108576173,0.073681061,0.818181818,0.202524421,0.202519875,0.503430597,0.058539945,0.053865132,0.67753209,0.734841254,0.8,0.132132995,0.859179034,0.850750784,0.11884599,0.252587519,0.581235985,3.77E-05,0.001009082,0.083627872,0.100539563,0.073619553,0.134610688,0
PRRG3,0,0.034682081,0,0.097014925,0.009389671,0.054263566,0.010204082,0,0.001424501,0.008880805,0.006622517,0,0,0.011432201,0.00330033,0,0.011363636,0.046052632,0,0.010632534,0,0.036464928,0.404377259,0.092515294,0.770719386,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,1,0.610355836,0.610313069,0.030411715,0.219308349,0.099506579,0.200346213,0.549473994,0.1,0.094693731,0.7058153,0.935263535,0.103148353,0.138637976,0.586773683,1.95E-06,0.001009082,0.069433736,0.091208935,0.06780101,0.120258813,0
PRSS1,0,0.015414258,0.008097166,0,0.007042254,0,0.020408163,0,0.002136752,0.01316071,0.010596026,0,0,0.021594157,0.00330033,0.2,0.011363636,0,0,0.01442503,0,0.046087617,0.404377259,0.092515294,0.824567767,0.641109152,0.742506327,0.109215788,0.51476941,0.136469538,0.845177668,0.042214396,0.041970181,0.050360561,0.272727273,0.576336907,0.576285173,0.069073586,0.351928375,0.105263158,0.179638763,0.584520541,0.1,0.211870058,0.983181348,0.922519994,0.221740185,0.452765564,0.515524818,3.67E-05,0.004540868,0.051194801,0.272447823,0.240723838,0.182206353,1
PRSS38,0,0.034682081,0,0.007462687,0.004694836,0,0,0,0.000712251,0.00952279,0.00397351,0,0,0.014925373,0.00660066,0,0.003787879,0,0,0.010903427,0,0.033932641,0.404377259,0.092515294,0.880853347,0.463885355,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0,0.922523484,0.922560631,0.162819687,0.193526171,0.048108553,0.426593069,0.551195174,0.071428571,0.145851194,0.847491443,0.904691249,0.084558043,0.054189467,0.678530321,0.001541506,0.01206546,0.0524068,0.09793166,0.079899346,0.102396256,0
PRUNE,0,0.011560694,0,0.119402985,0.009389671,0.007751938,0,0,0.000712251,0.005777873,0.005298013,0,0,0.008256589,0.00990099,0,0.009469697,0.006578947,0,0.007381823,0,0.025322867,0.404377259,0.092515294,0.938456353,0.109076767,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.005952142,0.000696477,0,0.610830293,0.610872001,0.391577407,0.027548209,0.047286184,0.431900578,0.707769447,0.342857143,0.178146128,0.98004563,0.905392712,0.160668181,0.304931142,0.406948743,9.21E-05,0.003531786,0.061450999,0.155744844,0.130210584,0.139440012,0
PRUNE2,0,0.046242775,0,0.164179104,0.030516432,0.023255814,0.030612245,0.181818182,0.006410256,0.071046437,0.067549669,0,0,0.079390283,0.01320132,0,0.035984848,0.046052632,0,0.069145334,0,0.166118005,0.404377259,0.092515294,0.793844855,0.756164238,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.363636364,0.320454608,0.321596317,0.043255725,0.5,0.060855263,0.260655845,0.449475717,0.042857143,0.183576249,0.979760536,0.94146009,0.099148315,0.13178196,0.319424138,6.41E-05,0.00554995,0.077404092,0.100807186,0.085076781,0.095089045,0
PSAPL1,0,0.003853565,0,0.007462687,0.007042254,0,0.010204082,0,0,0.007489835,0.005298013,0,0,0.017465862,0,0,0.007575758,0,0,0.008939456,0,0.028614839,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0.035362643,0.056639659,0.049810124,0.0560511,0
PSCA,0,0.005780347,0,0.02238806,0,0.007751938,0,0,0.000712251,0.001283972,0.00397351,0,0,0.003493172,0,0,0.001893939,0.006578947,0,0.002167141,0,0.008356546,0.404377259,0.092515294,0.844109031,0.469675125,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.051532831,0.046096337,0.318181818,0.581616159,0.581558691,0.093025155,0.197658402,0.145148026,0.779044322,0.644024135,0.071428571,0.163284761,0.848631714,0.825618138,0.017966995,0,0.793817644,0,0,0.035681225,0.054360733,0.049186523,0.049185609,1
PSEN1,0,0.023121387,0,0.059701493,0.007042254,0.007751938,0.010204082,0,0.004273504,0.006740852,0.00397351,0,0,0.006351223,0.01650165,0.2,0.009469697,0.006578947,0,0.007923608,0,0.028108382,0.404377259,0.092515294,0.857992412,0.301523392,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.003599949,0.004766555,0.590909091,0.297698935,0.298002547,0.114935766,0.099173554,0.047697368,0.270209361,0.726408382,0.071428571,0.161855765,0.967502862,0.872923033,0.135660194,0.241017866,0.228717554,0.007046193,0.04086781,0.091751722,0.124678318,0.103835891,0.117190155,1
PSEN2,0,0.007707129,0,0.02238806,0.007042254,0.015503876,0.020408163,0,0.004273504,0.009308795,0.006622517,0,0,0.016195618,0.00660066,0,0.009469697,0.013157895,0,0.010700257,0,0.035198785,0.404377259,0.092515294,0.851196174,0.430432146,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.006429064,0.002295828,0,0.918698687,0.918714942,0.103631108,0.170798898,0.045230263,0.370611098,0.533658636,0.142857143,0.151471866,0.939281608,0.851573662,0.102025788,0.115894272,0.578290176,0.00267261,0.026236125,0.049404773,0.100814449,0.087259249,0.087275474,1
PSENEN,0,0.005780347,0,0.171641791,0.002347418,0,0,0,0,0.002139953,0,0.2,0,0.001905367,0.00330033,0.2,0.005681818,0,0,0.003589327,0,0.013674348,0.404377259,0.092515294,0.916113935,0.37120506,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.121281454,0.033359308,0.818181818,0.146484181,0.146449567,0.278609968,0.134986226,0.046875,0.676650227,0.678452602,0.557142857,0.183099941,0.990307856,0.915997131,0.144598263,0.217351161,0.572004427,0.000334526,0.003531786,0.080282757,0.102433904,0.083768535,0.105763697,1
PSG10P,0.060185185,0,0.064777328,0,0,0,0,0,0.003561254,0,0,0,0.141488578,0,0.00330033,0,0.003787879,0,0,0.015237708,0,0.046340846,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0.026760919,0.350988785,0.287417871,0.308206943,0
PSG3,0,0.021194605,0,0.156716418,0.004694836,0,0.010204082,0,0.001424501,0.016691633,0.009271523,0,0,0.021594157,0.00330033,0,0.009469697,0,0,0.017878911,0,0.056216764,0.404377259,0.092515294,0.844393097,0.474436041,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.818181818,0.174768372,0.174802714,0.093428598,0.201101928,0.106085526,0.294509586,0.429046772,0.371428571,0.186624757,0.990878044,0.896051286,0.357418556,0.814028613,0.415377019,4.19E-05,0.004036327,0.063605662,0.345866739,0.280828765,0.312150848,0
PSG8,0.217592593,0.038535645,0.004048583,0.104477612,0.007042254,0,0,0,0,0.018403595,0.017218543,0,0,0.019053668,0.00660066,0.2,0.005681818,0,0.142857143,0.022280916,0,0.066599139,0.404377259,0.092515294,0.844393097,0.474436041,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.818181818,0.174894004,0.174904537,0.093428598,0.201101928,0.106085526,0.294509586,0.429046772,0.371428571,0.208154725,0.997149376,0.890609344,0.371515588,0.834860562,0.396953007,0.001541506,0.01206546,0.082037571,0.341711326,0.284342592,0.284688994,0
PSMA7,0,0.015414258,0,0,0.007042254,0,0.020408163,0,0.004273504,0.003851915,0.005298013,0,0,0.00285805,0.00990099,0,0.011363636,0,0,0.004402005,0,0.01519372,0.404377259,0.092515294,0.897083005,0.328427918,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.023725272,0.02741433,0.863636364,0.245530419,0.245511151,0.208489874,0.112258953,0.090460526,0.661821864,0.460821222,0.085714286,0.17900354,0.907069564,0.886143124,0.113526726,0.15742637,0.422539617,0.005137094,0.053985873,0.115071952,0.10391466,0.087758655,0.097355177,0
PSMB1,0.00462963,0.007707129,0,0.007462687,0,0,0,0,0.001424501,0.002781939,0.00397351,0,0,0.002540489,0,0,0.001893939,0,0,0.002979819,0,0.010635604,0.404377259,0.092515294,0.850733707,0.616774887,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.001552152,0.00018952,0.227272727,0.691212501,0.691212909,0.102903556,0.325757576,0.1484375,0.441258125,0.444925638,0.128571429,0.175097655,0.980615713,0.878889671,0.084506603,0.079537212,0.299563453,0.003431609,0.058526741,0.086229628,0.068454256,0.059396256,0.065653679,1
PSMB11,0,0.048169557,0,0.029850746,0,0.007751938,0,0,0,0.007917826,0.00397351,0,0,0.008574151,0,0,0.001893939,0.013157895,0,0.008871732,0,0.028614839,0.404377259,0.092515294,0.922104775,0.154082884,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.590909091,0.094988378,0.094958839,0.305234062,0.041322314,0.028782895,0.508965607,0.735944594,0.271428571,0.151757658,0.864595188,0.992384805,0.101369174,0.099215503,0.692818402,0.001541506,0.01206546,0.074548274,0.079627199,0.06623782,0.083234204,0
